"a-profile-name","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-button-text href","cr-helpful-text","a-size-base 4","a-size-base href 2","a-size-base 5","review-comment-count","a-alert-heading","a-size-base 6"
"Dorothy Richardson","4.0 颗星，最多 5 颗星","It was not what I expected","2021年6月24日 在美国审核","","I have read just about all the Rutherfurd books.  I love historical fiction.  I could not get into this book, however.  It was just not the ""China"" I expected.  What did I expect?  I don't really know. Was hoping to be enlightened.  It definitely was not this.  However, I still think Rutherfurd is a great writer.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhNL0ZAkF4fX3LyDhIt0etokBhGwkdGi6vpe8gZVqvS%252F%252FAAAAAGQvxAMAAAAB%26reviewId%3DR3UC4QI6NJKG1I&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","1 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNL0ZAkF4fX3LyDhIt0etokBhGwkdGi6vpe8gZVqvS%2F%2FAAAAAGQvxAMAAAAB&reviewId=R3UC4QI6NJKG1I","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Mario","5.0 颗星，最多 5 颗星","A wonderful novel about The Middle Kingdom.","2021年6月5日 在美国审核","","Edward Rutherford has become my favorite writer of historical novels since James Michener.  This novel takes you through a crucial period of Chinese history and to a large extent helps understand how some of the problems we have today with China that have their origin in the nineteen century and the policies  of England, France, Russia and the United States.  I was also pleased to read a long historical novel that does not incorporate the mandatory pornography  found in modern narratives.  There is sex.  We know this because children are born, but the descriptions of their conception is not there.  A wonderful novel that will make many of us run to the library and do some more research about the Opium War The Taiping Rebellion, The Boxer Rebellion, missionaries, foot binding and much more.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhFgMecdmT5T3OpWHjejwMgEnfGFA7mpooIbM1zhIvJs1AAAAAGQvxAMAAAAB%26reviewId%3DR3JZIS7U2PXLXH&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFgMecdmT5T3OpWHjejwMgEnfGFA7mpooIbM1zhIvJs1AAAAAGQvxAMAAAAB&reviewId=R3JZIS7U2PXLXH","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"greenlady62","2.0 颗星，最多 5 颗星","Not his usual","2022年6月10日 在美国审核","","I'm a huge Rutherford fan but China disappointed me and I'm struggling to get through it. I was expecting his usual epic spanning centuries of ancient China. What I got was 61 years out of the 1800s of the opium trade and the British empire's part in it.  I don't know why he has changed his writing style.  I hope it's a fluke and future books won't be like China.  China has made me leary of buying Rutherford books in advance in the future.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhIEjCFky2oG3LeYfPLzYBp1illl2ey%252BWvpqt3QKfPE3fAAAAAGQvxAMAAAAB%26reviewId%3DR753NMIEE63AY&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIEjCFky2oG3LeYfPLzYBp1illl2ey%2BWvpqt3QKfPE3fAAAAAGQvxAMAAAAB&reviewId=R753NMIEE63AY","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Mark W. Easter","3.0 颗星，最多 5 颗星","A valued perspective and understanding of the path leading to modern day China","2021年5月30日 在美国审核","","China is the latest in Rutherfurd's series of historical novels, and China fits well within them. The story is set in the final 80 years or so of dynastic China and follows the western powers contribution to the destruction and exploitation of the empire. I was repulsed by the inevitable comparison I could not help but make of western ""trade"" to today's drug cartels. While China was more than capable of self-destruction, western means of exploitation certainly sped the process and did much damage some of which impoverishes us to the current day.. The story is told primarily through the eyes of a British trader, John Trader, whose life and death encompasses the period of the novel, and a member China's royal court that was a close, personal servant of empress Cixi whose life also encompasses the same period. I found myself unable to get overly attached to any of the characters this time around; however, I feel the book gave me a valued perspective and understanding of the path leading to modern day China and associated problems and attitudes the world must struggle through today.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhHYh27Znl%252FrmJQxkCQYjV5JY1NKWfb8IHKTUd85uj3gBAAAAAGQvxAUAAAAB%26reviewId%3DRAID03RI7YSD1&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHYh27Znl%2FrmJQxkCQYjV5JY1NKWfb8IHKTUd85uj3gBAAAAAGQvxAUAAAAB&reviewId=RAID03RI7YSD1","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"the phantom tollbooth","3.0 颗星，最多 5 颗星","A huge disappointment when compared to his previous novels...","2021年7月3日 在美国审核","","As a longtime Edward Rutherford fan, and as someone who has lived in China, I had been looking forward to this novel for a long time.Unfortunately, the book is only nominally about China....it's really about the Opium Wars.Whereas Rutherford's previous novels have covered hundreds of years, this novel covers roughly 70 years, with the majority of it taking place over the course of about 20 years. Likewise, a significant portion of the novel takes place outside of China, and one of the main characters is British, not Chinese.So if you're expecting a traditional Rutherford novel following several characters and their descendants through multiple centuries of Chinese history....well this isn't it.Hugely disappointing....","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhEL17uNwfUN%252B7fcDMXqAquiM6kg9yg1xK18bWvLcMWeUAAAAAGQvxAUAAAAB%26reviewId%3DR1Y4RGGG1I5CUA&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","1 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEL17uNwfUN%2B7fcDMXqAquiM6kg9yg1xK18bWvLcMWeUAAAAAGQvxAUAAAAB&reviewId=R1Y4RGGG1I5CUA","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Dr. J Moulton","5.0 颗星，最多 5 颗星","really fun to read","2021年7月29日 在美国审核","","Rutherford's descriptions of Chinese life, customs, language, history are, as far as I know, true, so the parts I don't know are very convincing.  Surprising to me, the battle scenes were very interesting as well as the personal interactions.  Told through the point of view of several characters, with no simple-minded good guys or bad guys.  I am nearly finished and really don't want the book to end.  I hope he writes a sequel.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhNjiFP8OI%252BPU0WobmVc561Oe9QDVxFAh%252FQHT%252FM63ne4eAAAAAGQvxAUAAAAB%26reviewId%3DR35SAM3KRZWISO&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNjiFP8OI%2BPU0WobmVc561Oe9QDVxFAh%2FQHT%2FM63ne4eAAAAAGQvxAUAAAAB&reviewId=R35SAM3KRZWISO","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Donald Firesmith","5.0 颗星，最多 5 颗星","Excellent book. I learned a lot.","2021年9月4日 在美国审核","","A great introduction to Chinese history and culture from the point of view of Chinese characters and a British opium trader.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhEx13YElkE2lqZGNghYv4EF7HuVPiVim8NBi95WCDQ5kAAAAAGQvxAUAAAAB%26reviewId%3DRWZH2YBJ0K846&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEx13YElkE2lqZGNghYv4EF7HuVPiVim8NBi95WCDQ5kAAAAAGQvxAUAAAAB&reviewId=RWZH2YBJ0K846","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Edward L","3.0 颗星，最多 5 颗星","Not what  hoped for","2021年6月5日 在美国审核","","I have read and enjoyed several of Edward Rutherford's historical novels. I began reading China looking forward to a similar experience. Unfortunately this was far from what happened.This book does not have any of the flavor one might expect in to find in an exotic and interesting place and era. The plot, characters and situations are cardboard stereotypes.Life is too short and interesting for me to invest any more time reading this book.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhO3P22WoG3Qrhl%252FGI3iGzzbKQ6cJQtvBVsWukxy6pEqkAAAAAGQvxAUAAAAB%26reviewId%3DR1DLDS4E60MW7U&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","1 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hO3P22WoG3Qrhl%2FGI3iGzzbKQ6cJQtvBVsWukxy6pEqkAAAAAGQvxAUAAAAB&reviewId=R1DLDS4E60MW7U","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Debbie","5.0 颗星，最多 5 颗星","Good read","2021年8月10日 在美国审核","","Such an interesting book, I believe it’s an accurate depiction of the Chinese culture. I ve read a number of Pearl Buck books which I highly recommend too","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJOl6NV%252BPMB7kdH4AqrhiORozXoontce3qM9tJSDCUHPAAAAAGQvxAUAAAAB%26reviewId%3DR297U2PXA479HE&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJOl6NV%2BPMB7kdH4AqrhiORozXoontce3qM9tJSDCUHPAAAAAGQvxAUAAAAB&reviewId=R297U2PXA479HE","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Ginny L.","5.0 颗星，最多 5 颗星","Mysteries unveiled","2021年7月14日 在美国审核","","Rutherford's China was both a treasure and a challenge for me because I have little background in Eastern cultures and the complexity of the country. This portion of its history offers insights into why its empire failed. The characters that Rutherford creates to deliver the message are memorable.It's not an easy read and took me longer than books of this size normally do, but it was worth it.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhFElN9qCt1eICRS1xg6mTFApVRBkMM%252B2KxglNBiQlOCjAAAAAGQvxAUAAAAB%26reviewId%3DR2GZGT5WBF4H89&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFElN9qCt1eICRS1xg6mTFApVRBkMM%2B2KxglNBiQlOCjAAAAAGQvxAUAAAAB&reviewId=R2GZGT5WBF4H89","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Joe Hohmann","5.0 颗星，最多 5 颗星","As usual, another excellent Rutherford novel.","2021年7月1日 在美国审核","","Loved the way the story was told. Get the Kindle version. My hardback weighed a ton.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhM2qnqSNbQj3ZPTitWMCeItOAyWsjMiaJByZd%252Fdulag%252BAAAAAGQvxAUAAAAB%26reviewId%3DR2M1Q1MWSX2Q8P&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hM2qnqSNbQj3ZPTitWMCeItOAyWsjMiaJByZd%2Fdulag%2BAAAAAGQvxAUAAAAB&reviewId=R2M1Q1MWSX2Q8P","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Mary Burbank","5.0 颗星，最多 5 颗星","Great story","2021年6月30日 在美国审核","","Mr Rutherfurd writes compelling stories that follow history letting you experience the past with interesting characters that fill the pages with their lives.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhK1lYTkCSdRXkO4rnv7gkfEdfzPhabY8cjByH7DNz%252B7NAAAAAGQvxAUAAAAB%26reviewId%3DR2HKWFQ1DRJHRP&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hK1lYTkCSdRXkO4rnv7gkfEdfzPhabY8cjByH7DNz%2B7NAAAAAGQvxAUAAAAB&reviewId=R2HKWFQ1DRJHRP","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Mark Himmelman","2.0 颗星，最多 5 颗星","Not worth the wait—simply slow, dull & Boring","2021年8月6日 在美国审核","","Rutherford completely misses the boat. An interesting subject stares him in the face…and he chooses the most boring topics to include and dwell on. Glad I got it from the public library. Seriously.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJmVz7WDiwyy7KOG4a0nPlj%252BQj6Zwi1Spl6mk%252Fv3%252FSmFAAAAAGQvxAUAAAAB%26reviewId%3DR37KUIUGNIHGS5&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJmVz7WDiwyy7KOG4a0nPlj%2BQj6Zwi1Spl6mk%2Fv3%2FSmFAAAAAGQvxAUAAAAB&reviewId=R37KUIUGNIHGS5","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Howard S.","1.0 颗星，最多 5 颗星","Where's  my refund","2022年2月11日 在美国审核","","Michener and Clavell are laughing...","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhHSuCRUCZOVMkD2Q8lhVKitUGgElYwmKR9P%252F0HmrkzDVAAAAAGQvxAYAAAAB%26reviewId%3DRXEL12N5HE4PE&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","1 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHSuCRUCZOVMkD2Q8lhVKitUGgElYwmKR9P%2F0HmrkzDVAAAAAGQvxAYAAAAB&reviewId=RXEL12N5HE4PE","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"AnnaInMD","1.0 颗星，最多 5 颗星","The Title should have been ""Opium"" !!","2021年6月1日 在美国审核","","I devoured all of Rutherfurd's books, couldn't wait for China.  Oh my, what a disappointment.  Only 100 pages in but doesn't want to get any better.  I wanted history - from the beginning - like Sarum, or New York, or , or ......Maybe we can entice Mr. Follett to do a Chinese  Tom the Builder.  What a treat that would be !!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhGcOJw6wEVBBBJaSBpc%252BBcwmywJvEroQc5gERXBW%252FCVCAAAAAGQvxAYAAAAB%26reviewId%3DRGZL1X20T78AT&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","5 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGcOJw6wEVBBBJaSBpc%2BBcwmywJvEroQc5gERXBW%2FCVCAAAAAGQvxAYAAAAB&reviewId=RGZL1X20T78AT","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Italgal","2.0 颗星，最多 5 颗星","Snorefest","2021年10月25日 在美国审核","","I managed to get through about a third of this book until I just gave up.  I am a big historical fiction fan and have read his other books.  Poorly written with plots that dragged on and on.  Save yourself the aggravation.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhDjlA7Tw8aOjegr3rszOWlPqHKOucUfQvmhW%252FwXvuRQsAAAAAGQvxAYAAAAB%26reviewId%3DR2LYLN9984B1XS&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDjlA7Tw8aOjegr3rszOWlPqHKOucUfQvmhW%2FwXvuRQsAAAAAGQvxAYAAAAB&reviewId=R2LYLN9984B1XS","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Tania M. Birt","1.0 颗星，最多 5 颗星","Not a typical Edward Rutherfurd book. If you are a fan, you will be disappointed","2021年10月29日 在美国审核","","Not a typical Edward Rutherfurd book. If you are a fan, you will be disappointed. It is a regular, boring story compared to his other books.  I have read a lot of books about  China from Foreign and Chinese authors and this book did not ad anything to my knowledge of China's life, Culture and history.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhOy69w62YRijsooHNr3OYQdTZX53PC9nXf5dv501LLyyAAAAAGQvxAYAAAAB%26reviewId%3DRDITJTF7NHVGP&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOy69w62YRijsooHNr3OYQdTZX53PC9nXf5dv501LLyyAAAAAGQvxAYAAAAB&reviewId=RDITJTF7NHVGP","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Elizabeth Witt","4.0 颗星，最多 5 颗星","Good Read","2021年12月2日 在美国审核","已确认购买","This is a good book, and don’t let anyone tell you otherwise. Even my least favorite Rutherford was worth reading. His characters were rich, the setting descriptions opulent, and I wish there was more about food. I would recommend this novel, if nothing else for the massive information and research that went into it. Greatly appreciated- keep writing!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhINj3%252FE6Oegf36EP7VCc7XSAiEc%252B%252BVL9q72JFcRirvm9AAAAAGQvxAYAAAAB%26reviewId%3DR3K2USQNP48IX4&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hINj3%2FE6Oegf36EP7VCc7XSAiEc%2B%2BVL9q72JFcRirvm9AAAAAGQvxAYAAAAB&reviewId=R3K2USQNP48IX4","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
